,ictv_taxo_index
U93193,6028
U93194,6028
DQ318818,6029
AY743591,6029
AY363228,6029
U80934,6030
U75538,6030
X00435,6030
KT779204,6031
KT779205,6031
KT779206,6031
AF226160,6032
AF226161,6032
AF226162,6032
X94346,6033
X94347,6033
X76993,6033
MH206615,6034
KC904540,6035
JQ023131,6036
AF037268,6037
FJ467503,6038
LC052212,6039
AF531505,6040
AF414119,6041
AF283103,6042
DQ399259,6043
MF198462,6044
EF546442,6045
MT409627,6046
AB733585,6047
MG919988,6048
U51931,6049
X73476,6050
MH267701,6051
GU234166,6053
KF533697,6054
FJ869862,6055
U16304,6056
AY881628,6057
AY792620,6058
DQ357218,6059
MH033657,6060
KJ748003,6061
DQ860839,6062
KT203917,6063
AY422069,6065
AY422070,6065
EU191904,6066
EU191905,6066
AY330918,6067
AY330919,6067
AY776334,6068
AY776335,6068
AY242077,6069
AY242078,6069
GQ225585,6070
GQ376201,6070
FJ380118,6071
FJ380119,6071
U15440,6072
U15441,6072
AJ557128,6073
AJ557129,6073
AJ508757,6073
AY488137,6074
AY488138,6074
AJ428554,6075
AJ428555,6075
KR002686,6076
KR002687,6076
AY903447,6077
AY903448,6077
FJ815440,6078
FJ815441,6078
KJ572575,6079
KX857665,6080
AJ440010,6081
AB923924,6082
KR349464,6083
HM588723,6084
JQ599282,6085
JQ599283,6086
JQ599284,6087
HE588185,6088
Y10237,6089
MN548734,6090
KY357509,6091
AB844264,6092
KX977569,6093
MG764084,6094
KT727022,6095
KT388110,6096
JX678977,6097
MF362666,6098
AB218287,6099
KT721705,6100
KR080326,6101
KF562072,6102
AB014344,6103
D32136,6104
JN880414,6105
KT456287,6106
KT456288,6107
MG242064,6108
AJ877914,6109
KF311065,6110
KT823701,6111
AJ000929,6112
LC144945,6113
KJ634409,6114
KP239989,6115
KU923747,6116
DQ399289,6117
LC076696,6118
MG255170,6119
KJ123645,6120
HQ380014,6121
JN651148,6122
JN651149,6122
JN651150,6122
JN651151,6122
MG781152,6123
MG781153,6123
MG781154,6123
MG781155,6123
MK517477,6124
MK517478,6124
MK517479,6124
MK517480,6124
MT472637,6125
MT472638,6125
DQ352194,6126
DQ352195,6126
JX000024,6127
JX000025,6127
MK804171,6128
MK804172,6128
HQ852052,6129
HQ852053,6129
HQ852054,6129
LT221868,6130
LT221869,6130
S51557,6131
S55890,6131
FJ907327,6132
FJ907328,6132
MK112502,6133
MK112503,6133
AF126284,6134
U73745,6135
HM147985,6136
MK353339,6137
AF075259,6138
AF369024,6139
KP003813,6140
X63135,6141
JX678730,6142
AF075251,6143
GQ281603,6144
HM147986,6145
AY702913,6146
AB032553,6147
EF011023,6148
FJ827631,6149
DQ241303,6150
KJ469640,6151
EF151503,6152
AF237947,6153
KM115530,6154
EF536323,6155
AF075257,6156
AF075253,6157
HM147989,6158
AF079456,6159
M20303,6160
AF079457,6161
AF075256,6162
AF075258,6163
GQ433354,6164
M20162,6165
AJ316246,6166
X04129,6167
JF972635,6168
J02363,6169
M69205,6170
HM147984,6171
AF103728,6172
AF429428,6173
HM147990,6174
AF075254,6175
HM147991,6176
AF252265,6177
HM147992,6178
U94603,6179
L01442,6180
AF375051,6181
L00930,6182
U34999,6183
AF075255,6184
GQ287646,6185
AF214040,6186
HM147993,6187
AJ012005,6188
AJ012006,6188
AB033689,6189
AB033690,6189
AJ749657,6190
AJ749658,6190
AJ132578,6191
AJ132579,6191
AJ132576,6192
AJ132577,6192
L07937,6193
L07938,6193
AB033691,6194
AB033692,6194
KP760461,6195
KP760462,6195
AB976029,6196
AB976030,6196
J04342,6198
X03854,6198
M16576,6198
Z46351,6199
Z46353,6199
M81486,6200
M81487,6200
X99149,6201
AF447397,6201
X78602,6202
L07269,6202
Z97873,6203
U64512,6203
Z66493,6203
AJ223596,6204
AJ223597,6204
AJ223598,6204
D86636,6205
D86637,6205
D86638,6205
KT225271,6206
KT225272,6206
KT225273,6206
AJ238607,6207
AJ243719,6207
AJ277556,6207
DQ355023,6208
AM398436,6209
EU043335,6210
JN566124,6211
AF321057,6212
D12505,6213
AB261167,6214
HM026454,6215
AB917427,6216
AF395898,6217
AJ295948,6218
DQ356949,6219
D13438,6220
X82130,6221
AB089381,6223
HQ389540,6224
M81413,6225
KJ395757,6226
JF729471,6227
EF375551,6228
HQ667979,6229
AM040955,6230
U47034,6231
J02413,6231
AY137775,6232
M34077,6233
V01408,6234
KT383474,6235
AF332868,6236
KF477193,6237
KU659022,6238
U03387,6239
AB017503,6241
KF495564,6242
U30944,6243
AJ295949,6244
X14006,6245
X51828,6245
L23972,6246
X03241,6246
AF166084,6247
Z36974,6247
AB010300,6248
KM379144,6249
AB010302,6250
KF555653,6251
AJ292230,6252
U89243,6253
M97264,6254
KY696659,6255
KX058345,6256
JN053266,6257
X98991,6258
MN031278,6259
MF150239,6260
AY055762,6261
EU489641,6262
KC923234,6263
MK957246,6264
KP313240,6265
AF406744,6266
FJ670570,6267
AB206396,6268
AY863024,6269
KF421905,6270
AB304848,6271
AJ316085,6272
MF978248,6273
D26017,6274
AF308158,6275
KC505252,6276
U23414,6277
KY288487,6278
D29630,6279
LC460456,6280
U62963,6281
MK572000,6282
MF078061,6283
M62730,6284
AJ620114,6285
AY707100,6286
AB546335,6287
AM745758,6288
AJ633822,6289
DQ660333,6290
AY789138,6291
D13747,6292
AB219105,6293
AY366209,6294
D13957,6295
AF484251,6296
AB353071,6297
JF930327,6298
Z21647,6299
KR872420,6300
S73580,6301
D00344,6302
AY366207,6303
KX196173,6304
D12517,6305
JN389521,6306
AB066288,6307
MH077559,6308
MF150240,6309
X06728,6310
KJ711908,6311
AY366208,6312
AY147260,6313
AF314662,6314
AB051848,6315
JQ245696,6316
KR349343,6317
L25658,6318
AB517596,6319
HQ588147,6321
MH536506,6322
MG432107,6323
MK984598,6324
MK984600,6325
KU726694,6326
MN053272,6327
MW176107,6328
MH292861,6329
AJ010697,6330
AM493895,6331
AY340584,6332
EF527260,6333
HQ184471,6334
JN591720,6335
AJ620300,6336
KJ415259,6337
JF320810,6338
D10454,6339
FJ196838,6340
FJ196835,6341
DQ098905,6342
AB032469,6343
EU527979,6344
EU754720,6345
FJ531634,6346
EU074853,6347
KX000914,6348
AJ516059,6349
LC224308,6350
JN039374,6351
AM158439,6352
AM182569,6353
DQ455582,6354
KP784454,6355
EU162589,6356
FJ159381,6357
EF492068,6358
AY505475,6359
EU433397,6360
JQ904630,6361
D14449,6362
EU020009,6363
AJ863509,6364
FJ685618,6365
KJ572562,6366
KJ572563,6367
KJ572564,6368
AJ292226,6369
EU659745,6370
JX212747,6372
AY461421,6373
FJ754643,6374
KJ789130,6375
D21829,6376
HQ339956,6377
FJ824737,6378
KT893294,6379
LC373513,6380
MN944023,6381
AF057136,6382
EF693898,6384
JX277553,6385
AY072921,6386
AF017780,6387
AF237816,6388
KC218926,6389
KF958838,6390
AF315308,6391
AY710267,6392
D14995,6393
MN047299,6394
X82547,6395
KT763043,6396
MG783575,6397
KF533711,6398
KF533710,6399
AJ318061,6400
JX173276,6401
JX173277,6402
HQ241409,6403
MF440375,6404
HG008921,6405
KM507061,6406
MK050792,6407
MF166685,6408
EU835937,6409
KF700263,6410
MW323519,6411
MT090966,6412
MK514426,6413
M58152,6414
AY713379,6415
AF170028,6416
D88448,6417
FR877530,6418
DQ117579,6419
AM920542,6420
MK770441,6421
MH084695,6422
MK012336,6423
JN427014,6424
JN427015,6425
KY392781,6426
MG254193,6427
X75433,6428
X75448,6429
JQ031715,6430
AB432910,6431
JX105428,6432
MF405923,6433
MF521889,6434
MF927925,6435
MG637048,6436
X79270,6437
AY913795,6438
MK460433,6439
MT269788,6440
KY363796,6441
KX015962,6442
KT581451,6443
KT598226,6444
MF375883,6445
MF375884,6446
AF238884,6447
MK605686,6448
AJ309022,6449
MG676465,6450
AY040531,6451
FJ915122,6452
AY884005,6453
KX354202,6454
FJ436028,6455
AF265566,6456
U87832,6458
FJ444852,6459
KY084481,6460
AY751780,6461
JX508291,6462
JX508290,6463
X54529,6464
X54354,6465
AF195000,6467
FN563123,6468
AF035200,6469
AF035201,6470
AY789137,6471
J04374,6472
AF098523,6473
D00637,6474
AY751778,6476
EF554577,6477
J04375,6478
AF467107,6479
AF210709,6481
Y16104,6482
AY751779,6483
AY751777,6484
KC840043,6485
X07441,6486
AF035633,6488
AB186123,6489
AJ271595,6490
AF160193,6491
AY632536,6492
AF013362,6493
AF013366,6494
AF013375,6495
AF013390,6496
AY632545,6497
DQ859056,6498
DQ859057,6499
AF013365,6500
KF917536,6501
AF013368,6502
AF013370,6503
AF013371,6504
U87411,6505
U88536,6506
M93130,6507
AF326573,6508
DQ859060,6509
DQ837641,6510
AF013405,6511
DQ235145,6512
AY632539,6513
AF013397,6514
AF013377,6515
M18370,6516
DQ859066,6517
KJ469371,6518
DQ235146,6519
AY632540,6520
AY632541,6521
AF013407,6522
AF013384,6523
AY323490,6524
AF331718,6525
AF253419,6526
Y07863,6527
D12937,6528
X86784,6529
DQ235152,6530
DQ235151,6531
DQ235153,6532
DQ235144,6533
AJ242984,6534
AJ299445,6535
AF161266,6536
AF013360,6537
JX236040,6538
AY193805,6539
AF013394,6540
AF013369,6541
L06436,6542
AF311056,6543
AF144692,6544
DQ235149,6545
DQ859062,6546
DQ859067,6547
DQ525916,6548
AF013401,6549
AF013402,6550
DQ235150,6551
DQ837642,6552
JF895923,6553
U27495,6554
X07755,6555
L40361,6556
KF815939,6557
DQ859065,6558
AY453411,6559
EU707555,6560
M12294,6561
D00246,6562
AF013413,6563
X03700,6564
AB114858,6565
AY632535,6566
KY766069,6567
KJ776791,6568
KX377337,6569
KP325401,6570
U22304,6571
AF009606,6572
M62321,6573
D90208,6574
D00944,6575
D10988,6576
D17763,6577
D63821,6578
GU814265,6579
Y13184,6580
Y12083,6581
D63822,6582
EF108306,6583
KC551800,6584
KC815310,6585
KC411784,6586
KJ950938,6587
KX905133,6588
KJ950939,6589
KC411806,6590
KC411777,6591
KC796074,6592
KC796077,6593
KC796078,6594
KP641127,6595
U22303,6596
U94421,6597
GU566734,6598
GU566735,6599
U44402,6600
U63715,6601
AB003289,6602
U45966,6603
AY196904,6604
D87713,6605
AB021287,6606
AY949771,6607
AB003292,6608
AF070476,6609
KC145265,6610
KC410872,6611
KC796080,6612
KC796076,6613
KT439329,6614
KC796088,6615
KC815311,6616
KU351669,6617
M96751,6618
M31182,6619
FJ527854,6620
U18059,6621
X87939,6622
AF037405,6623
AY781152,6624
EF100713,6625
AF144617,6626
FJ040215,6627
JX428945,6628
KJ950914,6629
KR011347,6630
X02396,6631
X00956,6631
AF329080,6632
X15960,6632
X77156,6633
X15959,6633
JF461541,6634
JF461542,6634
EF690537,6635
EF690538,6635
GQ342965,6636
GQ342966,6636
AF174533,6637
AF174534,6637
X15961,6638
AF171942,6639
AF171943,6639
EU826137,6640
EU826138,6640
EF433472,6641
EF433468,6641
AJ401165,6642
AJ245641,6643
AY324869,6644
AY324870,6644
AY721616,6645
AY721615,6645
AF319555,6646
AF318942,6646
FJ748760,6647
D38527,6648
AF245003,6649
Y08700,6650
EF591371,6651
AB056571,6652
AB056572,6652
FJ803911,6653
FJ803923,6653
AJ698113,6654
EU236148,6655
EU236149,6655
HQ871931,6656
HQ888865,6657
GU991616,6658
U57305,6659
FJ188473,6660
KJ918748,6661
Z69910,6662
KT946712,6663
EU151723,6665
MH922775,6666
U03563,6667
AF402620,6668
AY007231,6669
LC171345,6670
DQ219415,6671
GQ244431,6672
X02986,6673
HQ677625,6674
EF207438,6675
AJ514833,6676
U72332,6677
X85989,6678
AY616760,6679
KP901095,6680
M33002,6681
EU127904,6682
MG967280,6683
AJ557804,6684
EF589670,6685
X87115,6686
KF482072,6687
X83964,6688
L16015,6689
X86448,6690
D86123,6691
M22445,6692
AF452884,6693
X94560,6694
U62546,6695
Y13463,6696
U20976,6697
M29671,6698
AB086951,6699
FJ457015,6700
FJ768020,6701
X14736,6702
EU081018,6703
U55002,6704
JX848617,6705
KX712140,6706
AY038066,6707
MG958506,6708
KX897157,6709
AY038069,6710
AY613852,6711
AY038068,6712
KC166238,6713
X62493,6714
X85215,6715
AY163842,6716
M25270,6717
X15511,6718
JQ864181,6719
AY100482,6720
DQ011234,6721
AM711119,6722
AY830918,6723
AY370535,6724
AY500882,6726
JX197071,6727
JN700748,6728
AJ607403,6729
KU187189,6730
AJ607402,6731
AY500881,6732
AY500886,6733
M21958,6734
KX184304,6735
HM640935,6736
AF266518,6737
L18870,6743
M88589,6743
J04357,6744
X08021,6744
L07884,6745
S46028,6745
MF580384,6746
MF120198,6747
KC571999,6748
KC559092,6749
D11028,6750
AF218798,6751
X07653,6752
AF441393,6753
KX159470,6754
KT273409,6755
MG597244,6756
EU024678,6757
AB038147,6758
AF039063,6759
U90136,6760
MK584829,6761
BK010423,6762
MG721540,6763
EF580100,6764
LN827942,6765
MT676452,6766
KJ485703,6767
BK010428,6768
MN736968,6769
MF375475,6770
HE717021,6771
L31849,6772
BK010429,6773
MK584828,6774
LC425112,6775
LC150566,6776
LC150567,6777
MG256173,6778
MG256174,6779
MG256175,6780
MG256176,6781
KJ873059,6782
MN058208,6783
MN058214,6784
BK010431,6785
MK584831,6786
MH823901,6787
AM087548,6788
AM087549,6789
KF026355,6790
AJ004930,6791
AM087550,6792
BK010427,6793
BK010426,6794
KM517201,6795
MH732933,6796
MK372892,6797
MK372894,6798
MK372895,6799
MK372896,6800
MK372900,6801
MK372901,6802
MK372903,6803
AY172454,6804
KT365896,6805
JX401537,6806
KJ462512,6807
BK010425,6808
HQ992989,6809
KF031943,6810
KU291923,6811
MN043682,6812
AB558120,6813
KU057949,6814
KC792591,6815
MK375261,6816
MK372899,6817
MN448505,6818
JN222389,6819
KY357500,6820
LC145036,6821
KP705075,6822
LN827941,6823
LN827947,6824
KT921179,6825
KT921180,6826
KT921181,6827
KT921182,6828
KT921183,6829
MT216310,6830
MK682513,6831
MK682514,6832
MK682515,6833
MK682516,6834
MK682517,6835
MK682518,6836
MK682519,6837
BK010736,6838
MT506025,6839
KF803546,6840
KF803547,6841
LC006129,6842
LC006128,6843
MN586595,6844
LC150564,6845
LC150565,6846
MT506024,6847
AF534641,6848
JN654496,6849
MN058206,6850
AB110977,6851
MK079847,6852
KJ667051,6853
MG659316,6854
MH823902,6855
AJ132754,6856
AJ132755,6857
AJ132756,6858
MK033478,6859
KT365895,6860
JQ013377,6861
JQ013378,6862
JX401538,6863
KJ462514,6864
AY563138,6865
BK013421,6866
BK013498,6867
BK014192,6868
BK013713,6869
BK013631,6870
BK014098,6871
BK013375,6872
BK014110,6873
BK013562,6874
BK013539,6875
BK013727,6876
BK013545,6877
BK014136,6878
BK014140,6879
BK013522,6880
BK013780,6881
BK013469,6882
BK013653,6883
BK013760,6884
BK013448,6885
BK013574,6886
BK013728,6887
BK014112,6888
BK013524,6889
BK013392,6890
BK013934,6891
BK013875,6892
BK013502,6893
BK013888,6894
BK013981,6895
BK013768,6896
BK013684,6897
BK013420,6898
BK014081,6899
BK013609,6900
BK014211,6901
BK013755,6902
BK014129,6903
BK014123,6904
BK013630,6905
BK013664,6906
BK013695,6907
BK014206,6908
BK013885,6909
BK013785,6910
BK013414,6911
BK013915,6912
BK013855,6913
BK013840,6914
BK013711,6915
BK014171,6916
BK013880,6917
BK014072,6918
BK013726,6919
BK013765,6920
BK014212,6921
BK013975,6922
BK013902,6923
BK014039,6924
BK013948,6925
BK013935,6926
BK014011,6927
BK013770,6928
BK013373,6929
BK013629,6930
BK014151,6931
BK014203,6932
BK013764,6933
BK014214,6934
BK014093,6935
BK013661,6936
BK014156,6937
BK014185,6938
BK014002,6939
BK013564,6940
BK013514,6941
BK013526,6942
BK013456,6943
BK013781,6944
BK014017,6945
BK013607,6946
BK013967,6947
BK013416,6948
BK013761,6949
BK014094,6950
BK014209,6951
BK014149,6952
BK014104,6953
BK013403,6954
BK013492,6955
BK013949,6956
AF334111,6957
BK014219,6958
BK013751,6959
BK013611,6960
BK013685,6961
BK014092,6962
BK014173,6963
BK013368,6964
BK013471,6965
BK013862,6966
BK013749,6967
BK013773,6968
BK013918,6969
BK013549,6970
BK013483,6971
BK014037,6972
BK014127,6973
BK013688,6974
BK013766,6975
BK014100,6976
BK013548,6977
BK014157,6978
BK014175,6979
BK013720,6980
BK014047,6981
BK014220,6982
BK014182,6983
BK014186,6984
BK014153,6985
BK013583,6986
BK013696,6987
BK013701,6988
BK013602,6989
BK013624,6990
BK014134,6991
BK013667,6992
BK013597,6993
BK014062,6994
BK014069,6995
BK013714,6996
BK013377,6997
BK013440,6998
BK013453,6999
BK013697,7000
BK013936,7001
BK014111,7002
BK014040,7003
BK013437,7004
BK013995,7005
BK013636,7006
BK013707,7007
BK013708,7008
BK013580,7009
BK013357,7010
BK013547,7011
BK013442,7012
BK013929,7013
BK013620,7014
BK014106,7015
BK014174,7016
BK013594,7017
BK013722,7018
BK014221,7019
BK013650,7020
BK014016,7021
BK013856,7022
BK013972,7023
BK013778,7024
BK013859,7025
BK014036,7026
BK013823,7027
BK013528,7028
BK013433,7029
BK013901,7030
BK013365,7031
BK014067,7032
JX045649,7033
BK013358,7034
BK013618,7035
BK013625,7036
BK013643,7037
BK013635,7038
BK013743,7039
BK013554,7040
BK014155,7041
BK013921,7042
BK013849,7043
BK013622,7044
BK013802,7045
BK013369,7046
X03869,7047
BK013361,7048
V00642,7049
JX625144,7050
BK013752,7051
BK013363,7052
BK014050,7053
BK013640,7054
BK013692,7055
BK013702,7056
BK014088,7057
BK013677,7058
BK013847,7059
BK013877,7060
BK014079,7061
BK013405,7062
BK014096,7063
BK013739,7064
JX045650,7065
BK013616,7066
BK013429,7067
BK014056,7068
BK013585,7069
BK014205,7070
BK013767,7071
BK013721,7072
BK013615,7073
BK014207,7074
BK013758,7075
BK014215,7076
BK013669,7077
BK014198,7078
BK013378,7079
BK013700,7080
BK014095,7081
BK014060,7082
BK014046,7083
BK014054,7084
BK014195,7085
BK013619,7086
BK013581,7087
BK013598,7088
BK013617,7089
BK014061,7090
BK014116,7091
BK013376,7092
BK014146,7093
BK013646,7094
BK014063,7095
BK014101,7096
BK014158,7097
BK013783,7098
BK013819,7099
BK013427,7100
BK013846,7101
BK013682,7102
BK013753,7103
BK014105,7104
BK013784,7105
BK013699,7106
BK013637,7107
BK013374,7108
BK013957,7109
BK014049,7110
BK013676,7111
BK013900,7112
BK013854,7113
BK013674,7114
BK013706,7115
BK014180,7116
BK013434,7117
BK013986,7118
BK013531,7119
BK014177,7120
BK013745,7121
BK014099,7122
BK014164,7123
BK014208,7124
BK013606,7125
BK013893,7126
BK013838,7127
BK013445,7128
BK013899,7129
BK013521,7130
BK014066,7131
BK014070,7132
BK013655,7133
BK013593,7134
BK014160,7135
BK013612,7136
BK013799,7137
BK013812,7138
BK013665,7139
BK014190,7140
BK014085,7141
BK014089,7142
BK013863,7143
BK013395,7144
BK013605,7145
BK014191,7146
BK013626,7147
BK013614,7148
BK014197,7149
BK014172,7150
BK013356,7151
BK014170,7152
BK013491,7153
BK013824,7154
BK013983,7155
BK013489,7156
BK013569,7157
BK013996,7158
BK013623,7159
BK014128,7160
BK013628,7161
BK013651,7162
BK013679,7163
X80191,7164
LT821717,7165
DQ836063,7166
BK014077,7167
BK013961,7168
BK013436,7169
BK013464,7170
BK013487,7171
BK013366,7172
BK014113,7173
BK013592,7174
BK014115,7175
BK013662,7176
BK013608,7177
BK013759,7178
BK013503,7179
BK013990,7180
BK013822,7181
BK014051,7182
BK013916,7183
BK013672,7184
BK013355,7185
BK013883,7186
BK013513,7187
BK013946,7188
BK013519,7189
BK013505,7190
BK013551,7191
BK014217,7192
BK013800,7193
BK014075,7194
AF059242,7195
EF068134,7196
BK013959,7197
BK013833,7198
BK013406,7199
BK013497,7200
BK013415,7201
BK014082,7202
BK014132,7203
BK014147,7204
BK013719,7205
BK013807,7206
BK013577,7207
BK013725,7208
BK013660,7209
BK014202,7210
BK014086,7211
BK014143,7212
BK013613,7213
BK014183,7214
BK014058,7215
BK014068,7216
BK014073,7217
BK013573,7218
BK013698,7219
BK013724,7220
BK013732,7221
BK013933,7222
BK013791,7223
BK013913,7224
BK013718,7225
BK013382,7226
BK013729,7227
BK014103,7228
BK013610,7229
BK013892,7230
BK013390,7231
BK013958,7232
BK013649,7233
BK013683,7234
BK014087,7235
BK013757,7236
BK013736,7237
BK013852,7238
BK014201,7239
BK014218,7240
BK013656,7241
BK013687,7242
BK013582,7243
BK013735,7244
BK014006,7245
BK013472,7246
BK014021,7247
BK013777,7248
BK013645,7249
BK013367,7250
BK014150,7251
BK014145,7252
BK013627,7253
BK014204,7254
BK013762,7255
BK013750,7256
BK014125,7257
BK013738,7258
BK013746,7259
BK014003,7260
BK013644,7261
BK013716,7262
BK014166,7263
BK013709,7264
BK014130,7265
BK014167,7266
BK014141,7267
BK013710,7268
BK013673,7269
BK013621,7270
BK014169,7271
BK013462,7272
BK013793,7273
BK013444,7274
BK013795,7275
BK014078,7276
BK013604,7277
BK014154,7278
BK014159,7279
BK014055,7280
BK013663,7281
BK014074,7282
BK014109,7283
BK013579,7284
BK013966,7285
BK013478,7286
BK014057,7287
BK014076,7288
BK013680,7289
BK013693,7290
BK013372,7291
BK013364,7292
BK014097,7293
BK013422,7294
BK013717,7295
BK014052,7296
BK013638,7297
KT462698,7298
BK013362,7299
BK013575,7300
BK013360,7301
BK013741,7302
BK014053,7303
BK014059,7304
BK013742,7305
BK013657,7306
BK013675,7307
BK013730,7308
BK014162,7309
BK013703,7310
BK013359,7311
BK013876,7312
BK013633,7313
BK013428,7314
BK013460,7315
BK013634,7316
BK014181,7317
BK013681,7318
BK013518,7319
BK013584,7320
BK013590,7321
BK013740,7322
BK013380,7323
BK013586,7324
BK014163,7325
BK013587,7326
BK014124,7327
BK013543,7328
BK013818,7329
BK014038,7330
BK013952,7331
BK014065,7332
BK014025,7333
BK013537,7334
BK013555,7335
BK013861,7336
BK014107,7337
BK014117,7338
BK013670,7339
BK014200,7340
BK013904,7341
BK013398,7342
BK013782,7343
BK013869,7344
BK013515,7345
BK014126,7346
BK013907,7347
BK013898,7348
BK013842,7349
BK014013,7350
BK013994,7351
BK014034,7352
BK013912,7353
BK013860,7354
BK013387,7355
BK013874,7356
BK013850,7357
BK013978,7358
BK014187,7359
BK013797,7360
BK013544,7361
BK013868,7362
BK013810,7363
BK013508,7364
BK013525,7365
BK013370,7366
BK013788,7367
BK013509,7368
BK013530,7369
BK013922,7370
BK013529,7371
BK013841,7372
BK013648,7373
BK013589,7374
BK013731,7375
BK013905,7376
BK013971,7377
BK013805,7378
BK013496,7379
BK013520,7380
BK013815,7381
BK013532,7382
BK014020,7383
BK013984,7384
BK013835,7385
BK013536,7386
BK013941,7387
BK013431,7388
BK014008,7389
BK013517,7390
BK013771,7391
BK013723,7392
BK014108,7393
BK013647,7394
BK014131,7395
BK014210,7396
BK013652,7397
BK013992,7398
BK014102,7399
BK013865,7400
BK014044,7401
BK013776,7402
HM066936,7403
BK013418,7404
BK013576,7405
BK013401,7406
BK013475,7407
BK013425,7408
BK013542,7409
BK013371,7410
BK014019,7411
BK013474,7412
BK013774,7413
BK013908,7414
BK013886,7415
BK013938,7416
BK013763,7417
BK013853,7418
BK013642,7419
BK013979,7420
BK013412,7421
BK013789,7422
BK013571,7423
BK014213,7424
BK013873,7425
BK013756,7426
BK013944,7427
BK014091,7428
BK014168,7429
BK014135,7430
BK014071,7431
BK013704,7432
BK014084,7433
BK013399,7434
BK013600,7435
BK013826,7436
BK013998,7437
BK013632,7438
BK014010,7439
BK013843,7440
BK013804,7441
BK013463,7442
BK013816,7443
BK013903,7444
BK014012,7445
BK013565,7446
BK013535,7447
BK014045,7448
BK013435,7449
BK013924,7450
BK013705,7451
BK013493,7452
BK013495,7453
BK013960,7454
BK013409,7455
BK013417,7456
BK013832,7457
BK013494,7458
BK014033,7459
BK014015,7460
BK014022,7461
BK013845,7462
BK013895,7463
BK013386,7464
BK013808,7465
BK013973,7466
BK013411,7467
BK013866,7468
BK013839,7469
BK013397,7470
BK013928,7471
BK013461,7472
BK013482,7473
BK013982,7474
BK013803,7475
BK013896,7476
BK014042,7477
BK014029,7478
BK013458,7479
BK013909,7480
BK013976,7481
BK013956,7482
BK013449,7483
BK013558,7484
BK013779,7485
BK013468,7486
BK013408,7487
BK013965,7488
BK013962,7489
BK013940,7490
BK013991,7491
BK013432,7492
BK013796,7493
BK013930,7494
BK013813,7495
BK013884,7496
BK013450,7497
BK013775,7498
BK013560,7499
BK013383,7500
BK013388,7501
BK013391,7502
BK013817,7503
BK014004,7504
BK013814,7505
BK013974,7506
BK013794,7507
BK013828,7508
BK013501,7509
BK013381,7510
BK013404,7511
BK013867,7512
BK014005,7513
BK013479,7514
BK013400,7515
BK013879,7516
BK013566,7517
BK013506,7518
BK013410,7519
BK013829,7520
BK013507,7521
BK013430,7522
BK013550,7523
BK013457,7524
BK013999,7525
BK013559,7526
BK013881,7527
BK013459,7528
BK013568,7529
BK013402,7530
BK013939,7531
BK013541,7532
BK013394,7533
BK013837,7534
BK013500,7535
BK013470,7536
BK013942,7537
BK013393,7538
BK013997,7539
BK013578,7540
BK014048,7541
BK014179,7542
BK013588,7543
BK014178,7544
BK014184,7545
BK013894,7546
BK013801,7547
BK014138,7548
BK013451,7549
BK013964,7550
BK013985,7551
BK014148,7552
BK013955,7553
BK014026,7554
BK013527,7555
BK013385,7556
BK013552,7557
BK013510,7558
BK013441,7559
BK013836,7560
BK013556,7561
BK013467,7562
BK013488,7563
BK013504,7564
BK013557,7565
BK013769,7566
BK013871,7567
BK013424,7568
BK013953,7569
BK013950,7570
BK013426,7571
BK013963,7572
BK013659,7573
BK013897,7574
BK013798,7575
BK013601,7576
BK013658,7577
BK014199,7578
BK014161,7579
BK014216,7580
BK013423,7581
BK013567,7582
BK013937,7583
BK013481,7584
BK013932,7585
BK013830,7586
BK013476,7587
BK013887,7588
BK013834,7589
BK013465,7590
BK014196,7591
BK014080,7592
BK013734,7593
BK013596,7594
BK013671,7595
BK013914,7596
BK013993,7597
BK013943,7598
BK013878,7599
BK013389,7600
BK013872,7601
BK013968,7602
BK014152,7603
BK013641,7604
BK014114,7605
BK013864,7606
BK013538,7607
BK013446,7608
BK014064,7609
BK013694,7610
BK013563,7611
BK014030,7612
BK013857,7613
BK013486,7614
BK014144,7615
BK013599,7616
BK013712,7617
BK014193,7618
BK014024,7619
BK014007,7620
BK013851,7621
BK013954,7622
BK014043,7623
BK013809,7624
BK013516,7625
BK013512,7626
BK013484,7627
BK013890,7628
BK014133,7629
BK014139,7630
BK013691,7631
BK013970,7632
BK013858,7633
BK013844,7634
BK014014,7635
BK013920,7636
BK013572,7637
BK014041,7638
BK014121,7639
BK013419,7640
BK013988,7641
BK014090,7642
BK013668,7643
BK014137,7644
BK013595,7645
BK013733,7646
BK013825,7647
BK013384,7648
BK013447,7649
BK013540,7650
BK013790,7651
BK013917,7652
BK013466,7653
BK013926,7654
BK013969,7655
BK013553,7656
BK013546,7657
BK013477,7658
BK013889,7659
BK013407,7660
BK013561,7661
BK013811,7662
BK013947,7663
BK013989,7664
BK013931,7665
BK013570,7666
BK013786,7667
BK013523,7668
BK013686,7669
BK014027,7670
BK013820,7671
BK014176,7672
BK013919,7673
BK014118,7674
BK013439,7675
BK013923,7676
BK013666,7677
BK013945,7678
BK013925,7679
BK013438,7680
BK013678,7681
BK013821,7682
BK013748,7683
BK013806,7684
BK013772,7685
BK013747,7686
BK014023,7687
BK013980,7688
BK013533,7689
BK014028,7690
BK014083,7691
BK013473,7692
BK013485,7693
BK014189,7694
BK014122,7695
BK013737,7696
BK014120,7697
BK013639,7698
BK014119,7699
BK013906,7700
BK013831,7701
